"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Visibility_MeanRatio","Item_Type_Combined","Outlet_Years"
"FDV25",5.905,"Low Fat",0.045838211,"Canned",222.5456,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3315.684,0.385810888845479,"Food",4
"DRF49",7.27,"Low Fat",0.071077939,"Soft Drinks",114.2518,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2618.5914,0.208225845783498,"Drinks",16
"FDW51",6.155,"Regular",0.094659871,"Meat",214.556,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2769.728,0.157596814895456,"Food",16
"DRL01",19.5,"Regular",0.077608838,"Soft Drinks",233.4958,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5375.0034,0.199327897122888,"Drinks",6
"FDP25",15.2,"Low Fat",0.021327477,"Canned",216.8824,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2838.9712,0.661889604725227,"Food",6
"FDL50",12.15,"Regular",0.042485444,"Canned",125.0046,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1743.0644,0.45511232871745,"Food",4
"NCB30",13.3379766536965,"Non-Edible",0.025578526,"Household",198.8084,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5555.4352,0.647325775752219,"Non-Consumable",28
"FDW11",12.6,"Low Fat",0.0489808,"Breads",61.9194,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",619.194,0.367381983147574,"Food",4
"NCM43",14.5,"Non-Edible",0.019471688,"Others",164.821,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2120.573,0.720758359573425,"Non-Consumable",9
"FDK44",16.6,"Low Fat",0.122918852,"Fruits and Vegetables",173.0738,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3823.0236,0.119922953320438,"Food",6
"FDM15",11.8,"Regular",0.057373797,"Meat",151.4366,"OUT013",1987,"High","Tier 3","Supermarket Type1",1360.2294,0.287227260435324,"Food",26
"FDS31",13.1,"Regular",0.044155597,"Fruits and Vegetables",178.8318,"OUT013",1987,"High","Tier 3","Supermarket Type1",3969.4996,0.36275598184723,"Food",26
"FDI32",17.7,"Low Fat",0.291865402,"Fruits and Vegetables",115.1834,"OUT010",1998,"Small","Tier 3","Grocery Store",345.5502,0.0878690861166247,"Food",15
"FDR47",17.85,"Low Fat",0.0948385695555556,"Breads",196.5794,"OUT010",1998,"Small","Tier 3","Grocery Store",585.2382,0.169206485032439,"Food",15
"FDB35",12.3,"Regular",0.064750025,"Starchy Foods",92.6804,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1010.6844,0.217227772272433,"Food",11
"NCU05",11.8,"Non-Edible",0.098312421,"Health and Hygiene",81.4618,"OUT010",1998,"Small","Tier 3","Grocery Store",161.1236,0.251769954136116,"Non-Consumable",15
"DRY23",11.788407960199,"Regular",0.191013663,"Soft Drinks",42.1112,"OUT019",1985,"Small","Tier 1","Grocery Store",42.6112,0.135662293565765,"Drinks",28
"FDO24",11.1,"Low Fat",0.176573035,"Baking Goods",157.4604,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3010.7476,0.0944269192662087,"Food",11
"FDQ28",12.5693234042553,"Regular",0.060134441,"Frozen Foods",153.0656,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6024.1584,0.30593743640955,"Food",28
"FDV39",11.3,"Low Fat",0.007294652,"Meat",198.1426,"OUT045",2002,"Small","Tier 2","Supermarket Type1",988.713,2.2022827068555,"Food",11
"NCO17",13.1717394366197,"Non-Edible",0.128478462,"Health and Hygiene",117.944,"OUT019",1985,"Small","Tier 1","Grocery Store",239.688,0.225471130122141,"Non-Consumable",28
"FDU50",5.75,"Regular",0.075107656,"Dairy",112.8176,"OUT013",1987,"High","Tier 3","Supermarket Type1",1374.2112,0.243859013292483,"Food",26
"FDT12",12.2752111111111,"Regular",0.049381406,"Baking Goods",226.8062,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4739.8302,0.334040547765182,"Food",28
"FDK58",11.35,"Regular",0.045165796,"Snack Foods",100.0016,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1012.016,0.321867882722528,"Food",4
"FDO08",13.1944061187762,"Regular",0.09415375,"Fruits and Vegetables",165.7526,"OUT019",1985,"Small","Tier 1","Grocery Store",657.8104,0.257548054446074,"Food",28
"NCW29",14,"Non-Edible",0.028907832,"Health and Hygiene",130.431,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",778.986,0.486333956957728,"Non-Consumable",14
"FDE04",19.75,"Regular",0.018059621,"Frozen Foods",179.766,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2336.958,0.92306819600106,"Food",11
"NCB19",6.525,"Non-Edible",0.090436094,"Household",85.0882,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2233.0932,0.163908830852385,"Non-Consumable",14
"FDV15",10.3,"Low Fat",0.146399712,"Meat",103.9648,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1661.8368,0.101252073311368,"Food",14
"FDL58",5.78,"Regular",0.074264356,"Snack Foods",264.7568,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4745.8224,0.186810791371796,"Food",14
"FDA08",11.85,"Regular",0.050186726,"Fruits and Vegetables",164.1526,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3124.5994,0.329234496998677,"Food",11
"FDT43",16.35,"Low Fat",0.020631654,"Fruits and Vegetables",50.1324,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",467.3916,0.683135582977895,"Food",4
"NCX06",13.3379766536965,"Non-Edible",0.01561108,"Household",182.5976,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5070.7328,0.894817125939889,"Non-Consumable",28
"FDT20",10.5,"Low Fat",0.041395445,"Fruits and Vegetables",37.6164,"OUT046",1997,"Small","Tier 1","Supermarket Type1",540.6296,0.360380088199702,"Food",16
"FDB41",19,"Regular",0.097313129,"Frozen Foods",48.0718,"OUT046",1997,"Small","Tier 1","Supermarket Type1",992.7078,0.142199858034975,"Food",16
"NCN55",14.6,"Non-Edible",0.059582996,"Others",238.8538,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",6008.845,0.248572405972706,"Non-Consumable",14
"FDE40",13.2383581296493,"Regular",0.098663652,"Dairy",62.9194,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2105.2596,0.147913509025115,"Food",28
"FDX49",12.3408296213808,"Regular",0.101338651,"Canned",232.63,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5359.69,0.157510429852131,"Food",28
"NCM53",18.75,"Non-Edible",0.052146456,"Health and Hygiene",104.628,"OUT045",2002,"Small","Tier 2","Supermarket Type1",745.696,0.286660873138434,"Non-Consumable",11
"FDE36",5.26,"Regular",0.041764487,"Baking Goods",161.8868,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3275.736,0.331269397686266,"Food",9
"FDN57",18.25,"Low Fat",0.054344186,"Snack Foods",140.2154,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1701.7848,0.272895416739016,"Food",11
"FDI24",12.2752111111111,"Low Fat",0.078362484,"Baking Goods",177.937,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6704.606,0.187954645642898,"Food",28
"FDI19",15.1,"Low Fat",0.052339069,"Meat",242.7512,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4119.9704,0.275825806593943,"Food",16
"FDF24",15.5,"Regular",0.042464962,"Baking Goods",81.5934,"OUT010",1998,"Small","Tier 3","Grocery Store",327.5736,0.588010217635549,"Food",15
"FDG52",13.65,"Low Fat",0.065732883,"Frozen Foods",45.7402,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",780.9834,0.244281071909198,"Food",14
"DRF36",16.1,"Low Fat",0.023625114,"Soft Drinks",189.3846,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3630.6074,0.632731283363843,"Drinks",11
"FDS45",12.8657320024198,"Regular",0.051643608,"Snack Foods",107.3622,"OUT019",1985,"Small","Tier 1","Grocery Store",317.5866,0.475897004320582,"Food",28
"FDX40",12.85,"Low Fat",0.165694219,"Frozen Foods",39.7164,"OUT010",1998,"Small","Tier 3","Grocery Store",231.6984,0.13984894136188,"Food",15
"DRK12",9.5,"Low Fat",0.041878397,"Soft Drinks",32.99,"OUT035",2004,"Small","Tier 2","Supermarket Type1",133.16,0.459822770695366,"Drinks",9
"DRC27",13.8,"Low Fat",0.058091482,"Dairy",245.1802,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5650.6446,0.241591047028656,"Drinks",9
"FDL58",5.78,"Regular",0.0859013597777778,"Snack Foods",263.7568,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2636.568,0.224422710535336,"Food",6
"NCD30",19.7,"Non-Edible",0.026903714,"Household",96.0726,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1272.3438,0.550472305134622,"Non-Consumable",11
"NCZ54",14.65,"Non-Edible",0.0903830663333333,"Household",161.5552,"OUT010",1998,"Small","Tier 3","Grocery Store",324.9104,0.177547649698202,"Non-Consumable",15
"FDE10",6.67,"Regular",0.150554711,"Snack Foods",130.0626,"OUT010",1998,"Small","Tier 3","Grocery Store",131.1626,0.164435553298043,"Food",15
"FDR44",6.11,"Regular",0.1030167175,"Fruits and Vegetables",131.2968,"OUT010",1998,"Small","Tier 3","Grocery Store",260.9936,0.155773755846958,"Food",15
"FDP28",13.65,"Regular",0.134975628,"Frozen Foods",260.0936,"OUT010",1998,"Small","Tier 3","Grocery Store",260.9936,0.183279859745625,"Food",15
"FDX15",17.2,"Low Fat",0.15616879,"Meat",160.6578,"OUT013",1987,"High","Tier 3","Supermarket Type1",3690.5294,0.102575112948161,"Food",26
"FDA39",6.32,"Low Fat",0.0122677772222222,"Meat",40.2822,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1139.1838,1.30808545911084,"Food",9
"FDY24",4.88,"Regular",0.133700752,"Baking Goods",52.9298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1995.4026,0.114009657231487,"Food",14
"FDC60",5.425,"Regular",0.115119905,"Baking Goods",88.3514,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1416.8224,0.122623758027528,"Food",6
"FDH28",15.85,"Regular",0.110030997,"Frozen Foods",37.2506,"OUT046",1997,"Small","Tier 1","Supermarket Type1",265.6542,0.125763770710879,"Food",16
"FDT25",7.5,"Low Fat",0.051038045,"Canned",121.7072,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3552.7088,0.272662990362583,"Food",6
"DRJ13",12.65,"Low Fat",0.062837968,"Soft Drinks",161.5578,"OUT013",1987,"High","Tier 3","Supermarket Type1",2406.867,0.282532857880424,"Drinks",26
"NCO07",13.9157236842105,"Non-Edible",0.017116983,"Others",211.956,"OUT019",1985,"Small","Tier 1","Grocery Store",213.056,1.5138971618087,"Non-Consumable",28
"FDW20",20.75,"Low Fat",0.024129332,"Fruits and Vegetables",124.173,"OUT013",1987,"High","Tier 3","Supermarket Type1",2956.152,0.827600094274625,"Food",26
"DRF27",13.2383581296493,"Low Fat",0.049754975,"Dairy",152.134,"OUT019",1985,"Small","Tier 1","Grocery Store",153.134,0.520819305599545,"Drinks",28
"FDS49",9,"Low Fat",0.086868554375,"Canned",79.7644,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1649.8524,0.184730839778062,"Food",9
"FDX25",12.3408296213808,"Low Fat",0.101561568,"Canned",181.9292,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3101.2964,0.183318691265037,"Food",28
"NCX42",13.3379766536965,"Non-Edible",0.005949644,"Household",165.6526,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4769.1254,2.47554194562192,"Non-Consumable",28
"FDG33",12.7602739726027,"Regular",0.13956116,"Seafood",170.4764,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3435.528,0.100092756807032,"Food",28
"FDL56",14.1,"Low Fat",0.126035694,"Fruits and Vegetables",86.4198,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1133.8574,0.117667295117062,"Food",11
"FDF14",7.55,"Low Fat",0.027164679,"Canned",152.334,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2603.278,0.590080288134106,"Food",9
"NCD06",13,"Non-Edible",0.099325278,"Household",45.406,"OUT046",1997,"Small","Tier 1","Supermarket Type1",605.878,0.177188763632621,"Non-Consumable",16
"DRM47",11.576204620462,"Low Fat",0.04357366,"Hard Drinks",192.8846,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2293.0152,0.340707039657008,"Drinks",28
"FDS46",12.8657320024198,"Regular",0.082741482,"Snack Foods",118.7782,"OUT019",1985,"Small","Tier 1","Grocery Store",119.1782,0.37624014688758,"Food",28
"FDB35",12.3,"Regular",0.064565202,"Starchy Foods",92.9804,"OUT013",1987,"High","Tier 3","Supermarket Type1",1929.4884,0.26096375428284,"Food",26
"FDX21",12.8657320024198,"Low Fat",0.084554569,"Snack Foods",109.8912,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2074.6328,0.165207645014516,"Food",28
"NCU05",13.1717394366197,"Non-Edible",0.058451805,"Health and Hygiene",79.9618,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",241.6854,0.302460554466208,"Non-Consumable",28
"NCR38",17.25,"Non-Edible",0.113748685,"Household",251.3724,"OUT045",2002,"Small","Tier 2","Supermarket Type1",6795.1548,0.130377588858873,"Non-Consumable",11
"NCR18",15.85,"Non-Edible",0.020603511,"Household",42.7112,"OUT017",2007,"Small","Tier 2","Supermarket Type1",639.168,0.782539361477389,"Non-Consumable",6
"NCU41",18.85,"Non-Edible",0.052044976,"Health and Hygiene",192.1846,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3248.4382,0.28658430743392,"Non-Consumable",9
"FDY56",16.35,"Regular",0.062764429,"Fruits and Vegetables",227.6062,"OUT017",2007,"Small","Tier 2","Supermarket Type1",7222.5984,0.224911398106083,"Food",6
"DRJ51",14.1,"Low Fat",0.087977262,"Dairy",229.0668,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3225.1352,0.164473442080682,"Drinks",9
"FDK21",7.905,"Low Fat",0.010010425,"Snack Foods",249.0408,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3755.112,1.78996080745515,"Food",9
"FDY25",12,"Low Fat",0.033946163,"Canned",179.3976,"OUT013",1987,"High","Tier 3","Supermarket Type1",3440.8544,0.647949263600158,"Food",26
"FDU44",12.15,"Regular",0.058414678,"Fruits and Vegetables",163.4552,"OUT035",2004,"Small","Tier 2","Supermarket Type1",974.7312,0.250856758362039,"Food",9
"FDL43",10.1,"Low Fat",0.027106459,"Meat",75.367,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",535.969,0.546853955644741,"Food",14
"FDF05",17.5,"Low Fat",0.027022883,"Frozen Foods",262.491,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5259.82,0.550791723032841,"Food",6
"DRF15",13.2383581296493,"Low Fat",0.058153409,"Dairy",152.034,"OUT019",1985,"Small","Tier 1","Grocery Store",306.268,0.409821864462331,"Drinks",28
"FDL20",17.1,"Low Fat",0.128937661,"Fruits and Vegetables",112.3886,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1779.0176,0.114145011241756,"Food",4
"FDV32",7.785,"Low Fat",0.088846306,"Fruits and Vegetables",61.451,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",759.012,0.166841763691805,"Food",14
"FDJ34",11.8,"Regular",0.09357779,"Snack Foods",125.9704,"OUT013",1987,"High","Tier 3","Supermarket Type1",1877.556,0.171184116351321,"Food",26
"FDG08",13.15,"Regular",0.165694678,"Fruits and Vegetables",171.8764,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3779.0808,0.0886998868020504,"Food",11
"FDQ04",12.5693234042553,"Low Fat",0.148392623,"Frozen Foods",41.5796,"OUT019",1985,"Small","Tier 1","Grocery Store",41.2796,0.163379815202742,"Food",28
"FDW13",8.5,"Low Fat",0.098438394,"Canned",51.1324,"OUT017",2007,"Small","Tier 2","Supermarket Type1",259.662,0.143403755743709,"Food",6
"NCI17",8.645,"Non-Edible",0.143303291,"Health and Hygiene",96.341,"OUT013",1987,"High","Tier 3","Supermarket Type1",193.082,0.138149058091672,"Non-Consumable",26
"FDY03",17.6,"Regular",0.076276208,"Meat",110.9202,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1687.803,0.184402241646613,"Food",11
"FDS12",9.1,"Low Fat",0.175103435,"Baking Goods",127.5362,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4655.9394,0.0806176956158901,"Food",6
"FDJ55",12.8,"Regular",0.023511371,"Meat",225.9404,"OUT013",1987,"High","Tier 3","Supermarket Type1",4950.8888,0.628596519582723,"Food",26
"DRK01",7.63,"Low Fat",0.06105276,"Soft Drinks",95.4436,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1418.154,0.242371766011685,"Drinks",9
"FDG28",9.285,"Regular",0.049559042,"Frozen Foods",246.4144,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1225.072,0.325476292903223,"Food",6
"FDY38",13.6,"Regular",0.119418124,"Dairy",231.03,"OUT045",2002,"Small","Tier 2","Supermarket Type1",5359.69,0.122925151301117,"Food",11
"FDN01",8.895,"Low Fat",0.072545601,"Breakfast",176.237,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1764.37,0.187993566293628,"Food",11
"NCR54",16.35,"Non-Edible",0.090486828,"Household",195.211,"OUT013",1987,"High","Tier 3","Supermarket Type1",2553.343,0.15995688283889,"Non-Consumable",26
"FDG29",17.6,"Low Fat",0.056245075,"Frozen Foods",43.3454,"OUT013",1987,"High","Tier 3","Supermarket Type1",1006.6896,0.284807713386018,"Food",26
"FDG24",7.975,"Low Fat",0.014618973,"Baking Goods",85.225,"OUT013",1987,"High","Tier 3","Supermarket Type1",1081.925,1.09576993503407,"Food",26
"FDG59",15.85,"Low Fat",0.043479126,"Starchy Foods",36.7164,"OUT017",2007,"Small","Tier 2","Supermarket Type1",308.9312,0.381374160841672,"Food",6
"FDM28",15.7,"Low Fat",0.045166237,"Frozen Foods",178.666,"OUT013",1987,"High","Tier 3","Supermarket Type1",2516.724,0.310527418925196,"Food",26
"FDW04",8.985,"Regular",0.057827101,"Frozen Foods",128.831,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1428.141,0.277018424811275,"Food",16
"FDS26",20.35,"Low Fat",0.089394766,"Dairy",260.1594,"OUT013",1987,"High","Tier 3","Supermarket Type1",2093.2752,0.165324738050534,"Food",26
"FDQ56",6.59,"Low Fat",0.10550944,"Fruits and Vegetables",85.6908,"OUT013",1987,"High","Tier 3","Supermarket Type1",1929.4884,0.141273422844895,"Food",26
"FDK51",19.85,"Low Fat",0.005234153,"Dairy",264.0884,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5829.7448,3.17859708186743,"Food",9
"FDL22",16.85,"Low Fat",0.036390174,"Snack Foods",91.4488,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2082.6224,0.406710442960622,"Food",16
"FDH19",12.7661037891269,"Low Fat",0.03292824,"Meat",173.1738,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7298.4996,0.537350417161662,"Food",28
"FDY55",16.75,"Low Fat",0.081252534,"Fruits and Vegetables",256.4988,"OUT013",1987,"High","Tier 3","Supermarket Type1",7452.9652,0.196931301241085,"Food",26
"FDY03",17.6,"Regular",0.076552407,"Meat",110.5202,"OUT017",2007,"Small","Tier 2","Supermarket Type1",450.0808,0.22152923070039,"Food",6
"FDK21",7.905,"Low Fat",0.016758569,"Snack Foods",250.4408,"OUT010",1998,"Small","Tier 3","Grocery Store",500.6816,1.55615423024666,"Food",15
"FDZ10",12.8657320024198,"Low Fat",0.044248175,"Snack Foods",126.202,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3668.558,0.346027420322606,"Food",28
"FDZ32",7.785,"Regular",0.038288087,"Fruits and Vegetables",103.1964,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",736.3748,0.384354343579489,"Food",4
"NCZ18",7.825,"Non-Edible",0.186032678,"Household",253.0698,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6088.0752,0.094698965095972,"Non-Consumable",9
"NCF07",13.3379766536965,"Non-Edible",0.031867464,"Household",101.0016,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2125.2336,0.500659087760921,"Non-Consumable",28
"DRE49",20.75,"Low Fat",0.021370201,"Soft Drinks",153.0024,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2277.036,0.687741317037664,"Drinks",6
"FDJ08",13.1944061187762,"Low Fat",0.193772568,"Fruits and Vegetables",190.3846,"OUT019",1985,"Small","Tier 1","Grocery Store",573.2538,0.132441362672633,"Food",28
"FDT39",6.26,"Regular",0.009866049,"Meat",151.1366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2267.049,1.42249262145102,"Food",9
"FDE08",18.2,"Low Fat",0.082551042,"Fruits and Vegetables",147.3734,"OUT010",1998,"Small","Tier 3","Grocery Store",296.9468,0.280858384964772,"Food",15
"NCD06",13,"Non-Edible",0.099729888,"Household",46.306,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",559.272,0.154044179587986,"Non-Consumable",4
"FDB57",20.25,"Regular",0.018801549,"Fruits and Vegetables",222.1772,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5559.43,0.787034376768043,"Food",9
"NCT54",8.695,"Non-Edible",0.119721451,"Household",95.5094,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1237.7222,0.150887424476931,"Non-Consumable",14
"DRF49",7.27,"Low Fat",0.071222087,"Soft Drinks",113.5518,"OUT045",2002,"Small","Tier 2","Supermarket Type1",569.259,0.250149407168032,"Drinks",11
"FDM25",13.1791118421053,"Regular",0.060371962,"Breakfast",174.0712,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3866.9664,0.253600950587325,"Food",28
"FDF20",12.85,"Low Fat",0.033287541,"Fruits and Vegetables",198.4768,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1379.5376,0.410137335413501,"Food",11
"FDH27",7.075,"Low Fat",0.05858462,"Dairy",142.7128,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1869.5664,0.240578794346882,"Food",4
"FDV60",12.2752111111111,"Regular",0.11679292,"Baking Goods",196.211,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5499.508,0.117954031527602,"Food",28
"FDY59",8.195,"Low Fat",0.031452265,"Baking Goods",94.3462,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",925.462,0.471125510599797,"Food",14
